InstitutionName	City	State	HighestDegree	Type	Region	ReligAffil	Urbanization	Urban	Tuition	SatAvg	MeanEarnings10Years	NumUndergrads	PctMale	PctFemale	MedHHInc	PctLowIncome	PctFedLoan	AttendanceCost	AvgFacSal	CompletionRate	NumGradStudents	ExpenditurePerStudent	AdmitRate	MedianDebt	TuitionCat	SatAvgCat	MeanEarnings10YearsCat	NumUndergradsCat	PctMaleCat	PctFemaleCat	MedHHIncCat	PctLowIncomeCat	PctFedLoanCat	AttendanceCostCat	AvgFacSalCat	CompletionRateCat	NumGradStudentsCat	ExpenditurePerStudentCat	AdmitRateCat	MedianDebtCat
North Dakota State University-Main Campus	Fargo	ND	Graduate	Public	Midwest	No	MidCity	City	10016	1170	55500	11182	54.72	45.28	55831.54	17.62057878	65.37	20733	9107	0.5759	2371	9693	0.9253	22652	2.Medium	2.Medium	3.High	3.High	3.High	1.Low	1.Low	1.Low	2.Medium	1.Low	3.High	2.Medium	3.High	2.Medium	3.High	2.Medium
North Greenville University	Tigerville	SC	Graduate	Private.NonProfit	Southeast	Yes	Rural.Fringe	Rural	10052	1174	36200	2025	49.43	50.57	55701.04	29.92351816	92.28	35839	6226	0.5413	259	5327	0.5962	21200	2.Medium	3.High	1.Low	2.Medium	3.High	1.Low	1.Low	2.Medium	3.High	2.Medium	1.Low	2.Medium	2.Medium	1.Low	1.Low	1.Low
North Park University	Chicago	IL	Graduate	Private.NonProfit	Midwest	Yes	LargeCity	City	17824	1080	45600	1967	38.38	61.62	70754.04	35.36945813	71.39	36759	7788	0.5954	924	8783	0.4658	25000	3.High	1.Low	2.Medium	2.Medium	1.Low	3.High	3.High	2.Medium	3.High	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	1.Low	2.Medium
Northeastern Illinois University	Chicago	IL	Graduate	Public	Midwest	No	LargeCity	City	8259	995	41900	6306	43.61	56.39	61978.62	62.66040689	24.12	25281	8055	0.2129	1713	17330	0.5563	15000	1.Low	1.Low	1.Low	3.High	2.Medium	2.Medium	2.Medium	3.High	1.Low	1.Low	2.Medium	1.Low	3.High	3.High	1.Low	1.Low
Northeastern State University	Tahlequah	OK	Graduate	Public	Southwest	No	Town.Remote	Town	5699	1064	41000	6332	38.88	61.12	45641.51	47.29361959	43.28	16625	6612	0.3533	1167	8528	0.9754	18221	1.Low	1.Low	1.Low	3.High	1.Low	3.High	1.Low	3.High	1.Low	1.Low	1.Low	1.Low	2.Medium	2.Medium	3.High	1.Low
Northeastern University	Boston	MA	Graduate	Private.NonProfit	Northeast	No	LargeCity	City	37140	1466	74200	13760	48.6	51.4	80190.89	22.27608495	42.99	67894	13158	0.8812	7718	18115	0.1934	25000	3.High	3.High	3.High	3.High	3.High	1.Low	3.High	1.Low	1.Low	3.High	3.High	3.High	3.High	3.High	1.Low	2.Medium
Northern Illinois University	Dekalb	IL	Graduate	Public	Midwest	No	Suburb.SmallCity	Suburb	6727	1095	49800	12761	50.04	49.96	75712.57	40.40487163	71.44	32244	8301	0.4551	4381	15246	0.5438	23000	1.Low	2.Medium	2.Medium	3.High	3.High	1.Low	3.High	3.High	3.High	2.Medium	2.Medium	1.Low	3.High	3.High	1.Low	2.Medium
Northern Kentucky University	Highland Heights	KY	Graduate	Public	Southeast	No	Suburb.LgCity	Suburb	8855	1148	41800	10201	42.94	57.06	63568.77	34.13382594	57.16	17711	7676	0.4248	2850	8439	0.8926	24484	1.Low	2.Medium	1.Low	3.High	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	1.Low	2.Medium	1.Low	3.High	2.Medium	3.High	2.Medium
Northern Michigan University	Marquette	MI	Graduate	Public	Midwest	No	Town.Remote	Town	9166	1091	39800	6722	44.79	55.21	57050.02	31.40326975	66.47	22224	8387	0.466	506	7719	0.6574	22250	1.Low	2.Medium	1.Low	3.High	2.Medium	2.Medium	1.Low	2.Medium	2.Medium	1.Low	2.Medium	1.Low	2.Medium	1.Low	2.Medium	2.Medium
Northern State University	Aberdeen	SD	Graduate	Public	Midwest	No	Town.Remote	Town	5465	1104	37300	1451	43.9	56.1	48289.97	29.6	69.23	20148	7241	0.4759	442	8466	0.8811	22616	1.Low	2.Medium	1.Low	1.Low	2.Medium	2.Medium	1.Low	2.Medium	2.Medium	1.Low	2.Medium	1.Low	2.Medium	2.Medium	3.High	2.Medium
Northwest Christian University	Eugene	OR	Graduate	Private.NonProfit	West	Yes	MidCity	City	10051	1058	45700	555	38.02	61.98	52696.79	33.05084746	77.45	39545	5429	0.4638	207	4866	0.6242	21787	2.Medium	1.Low	2.Medium	1.Low	1.Low	3.High	1.Low	2.Medium	3.High	2.Medium	1.Low	1.Low	1.Low	1.Low	2.Medium	1.Low
Northwest Missouri State University	Maryville	MO	Graduate	Public	Midwest	No	Town.Remote	Town	7405	1104	43700	5193	43.21	56.79	55791.06	27.20382928	64.03	19346	7153	0.4878	1203	8447	0.7915	22500	1.Low	2.Medium	1.Low	3.High	2.Medium	2.Medium	1.Low	2.Medium	2.Medium	1.Low	2.Medium	1.Low	2.Medium	2.Medium	3.High	2.Medium
Northwest Nazarene University	Nampa	ID	Graduate	Private.NonProfit	West	Yes	Suburb.MedCity	Suburb	10007	1148	46300	1268	40.38	59.62	59470.41	29.27580894	67.9	38842	6301	0.5868	718	6572	0.7094	24500	2.Medium	2.Medium	2.Medium	1.Low	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	1.Low	2.Medium	2.Medium	1.Low	2.Medium	2.Medium
Northwest University	Kirkland	WA	Graduate	Private.NonProfit	West	Yes	Suburb.LgCity	Suburb	17644	1138	46300	922	34.27	65.73	71872.75	34.74576271	67.2	41757	6739	0.5545	346	9457	0.9521	20500	3.High	2.Medium	2.Medium	1.Low	1.Low	3.High	3.High	2.Medium	2.Medium	2.Medium	1.Low	2.Medium	2.Medium	2.Medium	3.High	1.Low
Northwestern College	Orange City	IA	Graduate	Private.NonProfit	Midwest	Yes	Town.Distant	Town	11692	1183	40200	1006	44.23	55.77	58600.59	13.53065539	70.11	43520	6734	0.6854	275	8775	0.7143	23000	2.Medium	3.High	1.Low	1.Low	2.Medium	2.Medium	1.Low	1.Low	2.Medium	2.Medium	1.Low	3.High	2.Medium	2.Medium	2.Medium	2.Medium
Northwestern Oklahoma State University	Alva	OK	Graduate	Public	Southwest	No	Town.Remote	Town	5130	1044	41700	1681	40.81	59.19	45171.33	37.94983642	43.31	15616	6336	0.2966	219	7641	0.6239	15229	1.Low	1.Low	1.Low	2.Medium	2.Medium	2.Medium	1.Low	3.High	1.Low	1.Low	1.Low	1.Low	2.Medium	1.Low	2.Medium	1.Low
Northwestern State University of Louisiana	Natchitoches	LA	Graduate	Public	Southeast	No	Town.Remote	Town	6171	1102	39600	8265	28.4	71.6	43125.41	48.0271425	56.52	20612	6311	0.446	1087	5134	0.8198	23911	1.Low	2.Medium	1.Low	3.High	1.Low	3.High	1.Low	3.High	2.Medium	1.Low	1.Low	1.Low	2.Medium	1.Low	3.High	2.Medium
Northwestern University	Evanston	IL	Graduate	Private.NonProfit	Midwest	No	SmallCity	City	30915	1508	93400	8451	48.92	51.08	81811.63	26.90023753	16.45	72960	17189	0.9464	13485	40111	0.0847	15000	3.High	3.High	3.High	3.High	3.High	1.Low	3.High	2.Medium	1.Low	3.High	3.High	3.High	3.High	3.High	1.Low	1.Low
Northwood University	Midland	MI	Graduate	Private.NonProfit	Midwest	No	SmallCity	City	15683	1090	54900	2744	57.4	42.6	64809.96	36.05536332	84.79	39922	7101	0.4918	350	6967	0.6754	21500	3.High	2.Medium	3.High	2.Medium	3.High	1.Low	2.Medium	2.Medium	3.High	2.Medium	2.Medium	2.Medium	2.Medium	1.Low	2.Medium	1.Low
Notre Dame College	Cleveland	OH	Graduate	Private.NonProfit	Midwest	Yes	Suburb.LgCity	Suburb	12656	994	43900	1340	48.58	51.42	60228.48	34.31578947	86.8	42206	5333	0.423	129	5116	0.8965	27000	2.Medium	1.Low	1.Low	1.Low	3.High	1.Low	2.Medium	2.Medium	3.High	2.Medium	1.Low	1.Low	1.Low	1.Low	3.High	3.High
Notre Dame de Namur University	Belmont	CA	Graduate	Private.NonProfit	West	Yes	Suburb.LgCity	Suburb	18765	983	63900	871	33.64	66.36	89560.16	36.67296786	71.01	52143	9117	0.4944	621	9113	0.8152	25000	3.High	1.Low	3.High	1.Low	1.Low	3.High	3.High	2.Medium	2.Medium	3.High	3.High	2.Medium	2.Medium	2.Medium	3.High	2.Medium
Notre Dame of Maryland University	Baltimore	MD	Graduate	Private.NonProfit	Northeast	Yes	LargeCity	City	17597	1069	56400	835	4.31	95.69	70799.46	34.55377574	65.58	50492	7023	0.5313	1535	11725	0.8763	23000	3.High	1.Low	3.High	1.Low	1.Low	3.High	3.High	2.Medium	2.Medium	3.High	2.Medium	2.Medium	3.High	3.High	3.High	2.Medium
Nova Southeastern University	Fort Lauderdale	FL	Graduate	Private.NonProfit	Southeast	No	Suburb.LgCity	Suburb	29158	1196	55600	4856	28.91	71.09	62876.89	47.49544627	46.82	47432	10230	0.5025	15531	16572	0.7854	22907	3.High	3.High	3.High	3.High	1.Low	3.High	2.Medium	3.High	1.Low	3.High	3.High	2.Medium	3.High	3.High	3.High	2.Medium
Nyack College	New York	NY	Graduate	Private.NonProfit	Northeast	Yes	Suburb.LgCity	Suburb	13019	999	46700	1329	43.57	56.43	61585.03	52.63157895	71.43	39048	6683	0.4216	1012	8986	0.9825	26442	2.Medium	1.Low	2.Medium	1.Low	2.Medium	2.Medium	2.Medium	3.High	3.High	2.Medium	1.Low	1.Low	2.Medium	2.Medium	3.High	3.High
Oak Hills Christian College	Bemidji	MN	Bachelors	Private.NonProfit	Midwest	Yes	Town.Remote	Town	11736	1014	31700	94	55.32	44.68	53222.25	44.44444444	100	29782	4171	0.3846	0	5134	0.3671	25375	2.Medium	1.Low	1.Low	1.Low	3.High	1.Low	1.Low	3.High	3.High	2.Medium	1.Low	1.Low	1.Low	1.Low	1.Low	2.Medium
Oakland City University	Oakland City	IN	Graduate	Private.NonProfit	Midwest	Yes	Town.Distant	Town	23285	1013	37200	563	53.46	46.54	52931.31	38.74172185	62.24	36016	5603	0.5728	188	4064	0.497	19894	3.High	1.Low	1.Low	1.Low	3.High	1.Low	1.Low	3.High	2.Medium	2.Medium	1.Low	2.Medium	1.Low	1.Low	1.Low	1.Low
Oakland University	Rochester Hills	MI	Graduate	Public	Midwest	No	Suburb.LgCity	Suburb	12024	1145	48100	15476	43.69	56.31	78696.54	36.07804233	49.98	21231	9452	0.5528	3510	8261	0.8391	25000	2.Medium	2.Medium	2.Medium	3.High	2.Medium	2.Medium	3.High	2.Medium	1.Low	1.Low	3.High	2.Medium	3.High	2.Medium	3.High	2.Medium
Oakwood University	Huntsville	AL	Graduate	Private.NonProfit	Southeast	Yes	MidCity	City	14766	999	37400	1569	42.7	57.3	60906.45	43.22344322	67.42	36361	4970	0.4755	55	8484	0.6589	31000	2.Medium	1.Low	1.Low	1.Low	2.Medium	2.Medium	2.Medium	3.High	2.Medium	2.Medium	1.Low	1.Low	1.Low	2.Medium	2.Medium	3.High
Oberlin College	Oberlin	OH	Graduate	Private.NonProfit	Midwest	No	Town.Fringe	Town	30337	1383	45500	2785	42.69	57.31	76190.1	10.24	38.62	71330	9466	0.8617	27	29472	0.3621	26000	3.High	3.High	2.Medium	2.Medium	2.Medium	2.Medium	3.High	1.Low	1.Low	3.High	3.High	3.High	1.Low	3.High	1.Low	3.High
Occidental College	Los Angeles	CA	Bachelors	Private.NonProfit	West	No	LargeCity	City	29134	1368	59400	1910	42.3	57.7	75275.66	21.12676056	44.86	71756	11293	0.8547	0	20429	0.373	23000	3.High	3.High	3.High	2.Medium	2.Medium	2.Medium	3.High	1.Low	1.Low	3.High	3.High	3.High	1.Low	3.High	1.Low	2.Medium
Oglethorpe University	Atlanta	GA	Bachelors	Private.NonProfit	Southeast	No	Suburb.LgCity	Suburb	12798	1202	49400	1241	43.11	56.89	73815.08	36.86067019	92.47	51507	6935	0.5415	0	7304	0.6164	27000	2.Medium	3.High	2.Medium	1.Low	2.Medium	2.Medium	3.High	2.Medium	3.High	3.High	1.Low	2.Medium	1.Low	1.Low	2.Medium	3.High
Ohio Dominican University	Columbus	OH	Graduate	Private.NonProfit	Midwest	Yes	LargeCity	City	12829	1096	47100	1080	46.57	53.43	65362.52	30.42212518	77.41	42156	7035	0.5038	528	5952	0.7535	27000	2.Medium	2.Medium	2.Medium	1.Low	2.Medium	2.Medium	2.Medium	2.Medium	3.High	2.Medium	2.Medium	2.Medium	2.Medium	1.Low	2.Medium	3.High
Ohio Northern University	Ada	OH	Graduate	Private.NonProfit	Midwest	Yes	Town.Fringe	Town	16291	1202	72600	2144	55.36	44.64	63536.16	17.08333333	72.19	46118	8789	0.7186	742	13259	0.683	27000	3.High	3.High	3.High	2.Medium	3.High	1.Low	2.Medium	1.Low	3.High	3.High	3.High	3.High	2.Medium	3.High	2.Medium	3.High
Ohio State University-Main Campus	Columbus	OH	Graduate	Public	Midwest	No	LargeCity	City	15164	1359	53600	45769	51.57	48.43	65208.79	27.22814241	36.8	26555	12390	0.8351	14350	14779	0.5197	20500	2.Medium	3.High	3.High	3.High	3.High	1.Low	2.Medium	2.Medium	1.Low	2.Medium	3.High	3.High	3.High	3.High	1.Low	1.Low
Ohio University-Main Campus	Athens	OH	Graduate	Public	Midwest	No	Town.Distant	Town	11399	1170	45800	22072	39.5	60.5	59563.35	26.9727084	65.49	27705	9082	0.6435	6171	9847	0.783	20909	2.Medium	2.Medium	2.Medium	3.High	1.Low	3.High	2.Medium	2.Medium	2.Medium	2.Medium	3.High	2.Medium	3.High	2.Medium	3.High	1.Low
Ohio Valley University	Vienna	WV	Graduate	Private.NonProfit	Southeast	Yes	SmallCity	City	5753	1078	40400	386	52.59	47.41	52818.63	34.58646617	78.57	30171	4924	0.46	28	3975	0.3443	25250	1.Low	1.Low	1.Low	1.Low	3.High	1.Low	1.Low	2.Medium	3.High	2.Medium	1.Low	1.Low	1.Low	1.Low	1.Low	2.Medium
Oklahoma Baptist University	Shawnee	OK	Graduate	Private.NonProfit	Southwest	Yes	Town.Distant	Town	10873	1138	45000	1808	39.88	60.12	59289.35	29.43071966	61.98	39383	6928	0.5218	125	7865	0.6431	23500	2.Medium	2.Medium	2.Medium	2.Medium	1.Low	3.High	2.Medium	2.Medium	2.Medium	2.Medium	1.Low	2.Medium	1.Low	2.Medium	2.Medium	2.Medium
Oklahoma Christian University	Edmond	OK	Graduate	Private.NonProfit	Southwest	Yes	LargeCity	City	10301	1165	43300	1813	49.42	50.58	63431.55	20.49861496	57.42	34418	6901	0.5708	323	6918	0.6476	25500	2.Medium	2.Medium	1.Low	2.Medium	3.High	1.Low	2.Medium	1.Low	2.Medium	2.Medium	1.Low	2.Medium	2.Medium	1.Low	2.Medium	2.Medium
Oklahoma City University	Oklahoma City	OK	Graduate	Private.NonProfit	Southwest	Yes	LargeCity	City	17739	1230	51100	1691	32.35	67.65	59190.63	25.47945205	38.64	44858	7108	0.6384	1064	14325	0.7618	21333	3.High	3.High	2.Medium	2.Medium	1.Low	3.High	1.Low	1.Low	1.Low	3.High	2.Medium	2.Medium	2.Medium	3.High	2.Medium	1.Low
Oklahoma State University-Main Campus	Stillwater	OK	Graduate	Public	Southwest	No	Town.Distant	Town	10616	1209	55300	20323	50.65	49.35	55237.91	31.52561724	47.51	23446	9060	0.6129	4093	9686	0.7379	21000	2.Medium	3.High	3.High	3.High	3.High	1.Low	1.Low	2.Medium	1.Low	1.Low	3.High	2.Medium	3.High	2.Medium	2.Medium	1.Low
Oklahoma Wesleyan University	Bartlesville	OK	Graduate	Private.NonProfit	Southwest	Yes	Town.Distant	Town	12661	964	53500	905	42.21	57.79	51169.37	27.45376956	79.5	38892	5902	0.3813	185	6567	0.6773	23250	2.Medium	1.Low	3.High	1.Low	2.Medium	2.Medium	1.Low	2.Medium	3.High	2.Medium	1.Low	1.Low	1.Low	1.Low	2.Medium	2.Medium
Old Dominion University	Norfolk	VA	Graduate	Public	Southeast	No	MidCity	City	7380	1093	48700	19194	44.41	55.59	63797.48	40.19541779	63.82	23993	8428	0.5159	4804	10316	0.8699	24385	1.Low	2.Medium	2.Medium	3.High	2.Medium	2.Medium	2.Medium	3.High	2.Medium	1.Low	2.Medium	2.Medium	3.High	2.Medium	3.High	2.Medium
Olivet College	Olivet	MI	Graduate	Private.NonProfit	Midwest	Yes	Rural.Distant	Rural	12344	964	42200	986	57.61	42.39	62696.44	33.53383459	86.92	39971	6064	0.4833	43	6066	0.7131	27000	2.Medium	1.Low	1.Low	1.Low	3.High	1.Low	2.Medium	2.Medium	3.High	2.Medium	1.Low	1.Low	1.Low	1.Low	2.Medium	3.High
Olivet Nazarene University	Bourbonnais	IL	Graduate	Private.NonProfit	Midwest	Yes	Suburb.SmallCity	Suburb	13125	1129	44000	3209	41.23	58.77	66225.19	22.4	76.8	46147	7296	0.6102	1424	6926	0.6506	25000	2.Medium	2.Medium	1.Low	2.Medium	2.Medium	2.Medium	2.Medium	1.Low	3.High	3.High	2.Medium	2.Medium	3.High	1.Low	2.Medium	2.Medium
Oral Roberts University	Tulsa	OK	Graduate	Private.NonProfit	Southwest	Yes	LargeCity	City	12476	1120	43100	3159	40.2	59.8	63453.08	36.04497354	63.12	40935	7477	0.5699	524	8126	0.805	25825	2.Medium	2.Medium	1.Low	2.Medium	1.Low	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	3.High	3.High
Oregon Institute of Technology	Klamath Falls	OR	Graduate	Public	West	No	Town.Remote	Town	7737	1139	57800	3558	55.03	44.97	52974.7	42.33729881	53.47	22493	7485	0.5167	129	9554	0.9585	22334	1.Low	2.Medium	3.High	2.Medium	3.High	1.Low	1.Low	3.High	1.Low	1.Low	2.Medium	2.Medium	1.Low	2.Medium	3.High	2.Medium
Oregon State University	Corvallis	OR	Graduate	Public	West	No	SmallCity	City	12147	1205	56700	24787	53.57	46.43	60312.67	36.47306299	50.86	25843	9910	0.6703	5287	11234	0.8063	22500	2.Medium	3.High	3.High	3.High	3.High	1.Low	2.Medium	2.Medium	1.Low	2.Medium	3.High	3.High	3.High	2.Medium	3.High	2.Medium
Otis College of Art and Design	Los Angeles	CA	Graduate	Private.NonProfit	West	No	LargeCity	City	33696	1158	52400	1080	34.07	65.93	73811.67	40.71856287	49.26	61776	7871	0.5738	58	21333	0.9441	27000	3.High	2.Medium	2.Medium	1.Low	1.Low	3.High	3.High	3.High	1.Low	3.High	2.Medium	2.Medium	1.Low	3.High	3.High	3.High
Ottawa University-Ottawa	Ottawa	KS	Graduate	Private.NonProfit	Midwest	Yes	Town.Distant	Town	13778	1024	48100	706	58.5	41.5	65346.8	39.86928105	92.57	42254	6034	0.4459	48	3581	0.7815	21772	2.Medium	1.Low	2.Medium	1.Low	3.High	1.Low	2.Medium	3.High	3.High	2.Medium	1.Low	1.Low	1.Low	1.Low	3.High	1.Low
Otterbein University	Westerville	OH	Graduate	Private.NonProfit	Midwest	Yes	Suburb.LgCity	Suburb	14994	1191	46900	2361	38.33	61.67	67882	21.875	91.87	44497	7419	0.6208	392	10572	0.8102	26000	2.Medium	3.High	2.Medium	2.Medium	1.Low	3.High	2.Medium	1.Low	3.High	3.High	2.Medium	2.Medium	2.Medium	2.Medium	3.High	3.High
Ouachita Baptist University	Arkadelphia	AR	Bachelors	Private.NonProfit	Southeast	Yes	Town.Distant	Town	10407	1193	46000	1546	44.89	55.11	61306.22	22.60596546	73.5	37349	6418	0.6419	0	9781	0.636	20665	2.Medium	3.High	2.Medium	1.Low	2.Medium	2.Medium	2.Medium	1.Low	3.High	2.Medium	1.Low	2.Medium	1.Low	2.Medium	2.Medium	1.Low
Our Lady of the Lake University	San Antonio	TX	Graduate	Private.NonProfit	Southwest	Yes	LargeCity	City	19461	1002	42500	1383	31.81	68.19	52505.04	51.30023641	76.56	39203	7204	0.3694	1730	10714	0.9273	25584	3.High	1.Low	1.Low	1.Low	1.Low	3.High	1.Low	3.High	3.High	2.Medium	2.Medium	1.Low	3.High	2.Medium	3.High	3.High
Ozark Christian College	Joplin	MO	Bachelors	Private.NonProfit	Midwest	Yes	SmallCity	City	8922	1163	33900	600	52	48	54292.89	27.75510204	53.77	22324	5077	0.522	0	6356	0.5755	20502	1.Low	2.Medium	1.Low	1.Low	3.High	1.Low	1.Low	2.Medium	1.Low	1.Low	1.Low	2.Medium	1.Low	1.Low	1.Low	1.Low
Pace University	New York	NY	Graduate	Private.NonProfit	Northeast	No	LargeCity	City	21158	1154	66800	8439	38.69	61.31	74848.68	30.85077467	59.48	61607	12267	0.5579	4649	10677	0.7587	25000	3.High	2.Medium	3.High	3.High	1.Low	3.High	3.High	2.Medium	2.Medium	3.High	3.High	2.Medium	3.High	2.Medium	2.Medium	2.Medium
Pacific Lutheran University	Tacoma	WA	Graduate	Private.NonProfit	West	Yes	Suburb.LgCity	Suburb	18734	1172	53500	2739	35.93	64.07	65366.76	27.26480836	55.25	53352	7853	0.6714	371	10553	0.7979	24250	3.High	3.High	3.High	2.Medium	1.Low	3.High	2.Medium	2.Medium	2.Medium	3.High	2.Medium	3.High	2.Medium	2.Medium	3.High	2.Medium
Pacific Union College	Angwin	CA	Bachelors	Private.NonProfit	West	Yes	Rural.Fringe	Rural	16868	1080	61700	1038	38.82	61.18	69255.78	31.49078727	70.59	42620	6285	0.5498	4	11055	0.4944	28500	3.High	1.Low	3.High	1.Low	1.Low	3.High	3.High	2.Medium	2.Medium	2.Medium	1.Low	2.Medium	1.Low	2.Medium	1.Low	3.High
Pacific University	Forest Grove	OR	Graduate	Private.NonProfit	West	No	Suburb.LgCity	Suburb	24321	1169	51400	1820	38.41	61.59	64591.02	24.01215805	94.81	57488	8264	0.65	2044	12185	0.8531	25000	3.High	2.Medium	2.Medium	2.Medium	1.Low	3.High	2.Medium	1.Low	3.High	3.High	2.Medium	3.High	3.High	3.High	3.High	2.Medium
Paine College	Augusta	GA	Bachelors	Private.NonProfit	Southeast	Yes	MidCity	City	10037	887	29700	453	43.93	56.07	51038.61	67.41935484	89.36	24745	4738	0.2717	0	9859	0.3972	34807	2.Medium	1.Low	1.Low	1.Low	2.Medium	2.Medium	1.Low	3.High	3.High	1.Low	1.Low	1.Low	1.Low	2.Medium	1.Low	3.High
Palm Beach Atlantic University	West Palm Beach	FL	Graduate	Private.NonProfit	Southeast	Yes	MidCity	City	17279	1126	48000	2400	35.54	64.46	64221.06	30.50699301	61.16	45037	7612	0.5342	850	8771	0.9529	22250	3.High	2.Medium	2.Medium	2.Medium	1.Low	3.High	2.Medium	2.Medium	2.Medium	3.High	2.Medium	2.Medium	2.Medium	2.Medium	3.High	2.Medium
Paul Quinn College	Dallas	TX	Bachelors	Private.NonProfit	Southwest	Yes	LargeCity	City	7602	836	29800	549	43.9	56.1	52585.23	69.13319239	80.27	18050	4577	0.1961	0	2567	0.9009	31740	1.Low	1.Low	1.Low	1.Low	2.Medium	2.Medium	1.Low	3.High	3.High	1.Low	1.Low	1.Low	1.Low	1.Low	3.High	3.High
Pennsylvania State University-Main Campus	University Park	PA	Graduate	Public	Northeast	No	SmallCity	City	29309	1269	57200	40108	53.13	46.87	63381.69	26.88104245	47.23	36048	11139	0.8507	6447	22853	0.5649	26000	3.High	3.High	3.High	3.High	3.High	1.Low	2.Medium	1.Low	1.Low	2.Medium	3.High	3.High	3.High	3.High	1.Low	3.High
Pennsylvania State University-Penn State Abington	Abington	PA	Bachelors	Public	Northeast	No	Suburb.LgCity	Suburb	5114	1144	57200	3683	51.34	48.66	63381.69	26.88104245	49.04	27348	8192	0.5447	0	3988	0.8475	26000	1.Low	2.Medium	3.High	2.Medium	3.High	1.Low	2.Medium	1.Low	1.Low	2.Medium	2.Medium	2.Medium	1.Low	1.Low	3.High	3.High
Pennsylvania State University-Penn State Altoona	Altoona	PA	Bachelors	Public	Northeast	No	SmallCity	City	6005	1094	57200	3220	54.91	45.09	63381.69	26.88104245	63.53	30272	8012	0.6409	0	4682	0.9088	26000	1.Low	2.Medium	3.High	2.Medium	3.High	1.Low	2.Medium	1.Low	2.Medium	2.Medium	2.Medium	2.Medium	1.Low	1.Low	3.High	3.High
Pennsylvania State University-Penn State Beaver	Monaca	PA	Bachelors	Public	Northeast	No	Suburb.LgCity	Suburb	8055	1111	57200	576	60.59	39.41	63381.69	26.88104245	60.33	24125	8527	0.4585	0	6281	0.6433	26000	1.Low	2.Medium	3.High	1.Low	3.High	1.Low	2.Medium	1.Low	2.Medium	1.Low	2.Medium	1.Low	1.Low	1.Low	2.Medium	3.High
Pennsylvania State University-Penn State Berks	Reading	PA	Bachelors	Public	Northeast	No	Suburb.LgCity	Suburb	5994	1107	57200	2509	60.7	39.3	63381.69	26.88104245	62.56	29402	8698	0.5923	0	4673	0.8723	26000	1.Low	2.Medium	3.High	2.Medium	3.High	1.Low	2.Medium	1.Low	2.Medium	2.Medium	2.Medium	2.Medium	1.Low	1.Low	3.High	3.High
Pennsylvania State University-Penn State Brandywine	Media	PA	Bachelors	Public	Northeast	No	Suburb.LgCity	Suburb	5863	1083	57200	1313	59.71	40.29	63381.69	26.88104245	61.61	28196	8645	0.4737	0	4572	0.8685	26000	1.Low	1.Low	3.High	1.Low	3.High	1.Low	2.Medium	1.Low	2.Medium	2.Medium	2.Medium	1.Low	1.Low	1.Low	3.High	3.High
Pennsylvania State University-Penn State DuBois	DuBois	PA	Bachelors	Public	Northeast	No	Town.Remote	Town	7662	1079	57200	476	62.18	37.82	63381.69	26.88104245	67.94	25126	7692	0.5318	0	5975	0.8459	26000	1.Low	1.Low	3.High	1.Low	3.High	1.Low	2.Medium	1.Low	2.Medium	1.Low	2.Medium	2.Medium	1.Low	1.Low	3.High	3.High
Pennsylvania State University-Penn State Erie-Behrend College	Erie	PA	Graduate	Public	Northeast	No	Suburb.MedCity	Suburb	6895	1171	57200	4117	66.26	33.74	63381.69	26.88104245	62.4	30604	9095	0.6629	160	5376	0.8912	26000	1.Low	3.High	3.High	2.Medium	3.High	1.Low	2.Medium	1.Low	2.Medium	2.Medium	3.High	3.High	1.Low	1.Low	3.High	3.High
Pennsylvania State University-Penn State Fayette- Eberly	Lemont Furnace	PA	Bachelors	Public	Northeast	No	Suburb.SmallCity	Suburb	6850	1067	57200	637	46	54	63381.69	26.88104245	69.83	22870	7701	0.4931	0	5341	0.8045	26000	1.Low	1.Low	3.High	1.Low	2.Medium	2.Medium	2.Medium	1.Low	2.Medium	1.Low	2.Medium	2.Medium	1.Low	1.Low	3.High	3.High
Pennsylvania State University-Penn State Greater Allegheny	McKeesport	PA	Bachelors	Public	Northeast	No	Suburb.LgCity	Suburb	10673	1097	57200	456	58.77	41.23	63381.69	26.88104245	63.16	25700	8323	0.4627	0	8322	0.8728	26000	2.Medium	2.Medium	3.High	1.Low	3.High	1.Low	2.Medium	1.Low	2.Medium	2.Medium	2.Medium	1.Low	1.Low	2.Medium	3.High	3.High
Pennsylvania State University-Penn State Harrisburg	Middletown	PA	Graduate	Public	Northeast	No	Suburb.LgCity	Suburb	6235	1177	57200	4162	61.39	38.61	63381.69	26.88104245	50.37	29221	9758	0.6282	742	4862	0.8775	26000	1.Low	3.High	3.High	2.Medium	3.High	1.Low	2.Medium	1.Low	1.Low	2.Medium	3.High	2.Medium	2.Medium	1.Low	3.High	3.High
